id	primary_sgdid	systematic_name	common_name	common_name_explanation	aliases	description
354	S000000364	YBR160W	CDC28	Cell Division Cycle	CDK1|cyclin-dependent serine/threonine-protein kinase CDC28|HSL5|SRM5	Cyclin-dependent kinase (CDK) catalytic subunit; master regulator of mitotic and meiotic cell cycles; alternately associates with G1, S, G2/M phase cyclins, which provide substrate specificity; regulates metabolism, basal transcription, chromosome dynamics, growth and morphogenesis; transcript induction in osmostress involves antisense RNA; human homologs CDK1, CDK2, CDK3 can complement yeast conditional cdc28 mutants; human CDK1, CDK2 can complement yeast cdc28 null mutant
355	S000000365	YBR161W	CSH1	CSG1/SUR1 Homolog	mannosylinositol phosphorylceramide synthase catalytic subunit CSH1	Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Sur1p; CSH1 has a paralog, SUR1, that arose from the whole genome duplication
356	S000000366	YBR162C	TOS1	Target Of Sbf		Covalently-bound cell wall protein of unknown function; identified as a cell cycle regulated SBF target gene; deletion mutants are highly resistant to treatment with beta-1,3-glucanase; has sequence similarity to YJL171C
357	S000000367	YBR163W	EXO5	EXOnuclease V	DEM1	Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2
358	S000000368	YBR164C	ARL1	ADP-Ribosylation factor-Like	Arf family GTPase ARL1|DLP2	Soluble GTPase with a role in regulation of membrane traffic; regulates potassium influx; role in membrane organization at trans-Golgi network; required for delivery of Atg9p to the phagophore assembly site during autophagy under high temperature stress; required with Ypt6p for starvation-induced autophagy; required for the CVT pathway under non-starvation conditions; G protein of the Ras superfamily, similar to ADP-ribosylation factor
359	S000000369	YBR165W	UBS1	UBiquitin-conjugating enzyme Suppressor		Ubiquitin-conjugating enzyme suppressor that regulates Cdc34p; functions as a general positive regulator of Cdc34p activity; nuclear protein that may represent a link between nucleocytoplasmic transport and ubiquitin ligase activity
360	S000000370	YBR166C	TYR1	TYRosine	prephenate dehydrogenase (NADP(+))	Prephenate dehydrogenase involved in tyrosine biosynthesis; expression is dependent on phenylalanine levels
361	S000000371	YBR167C	POP7	Processing Of Precursor RNAs	ribonuclease P/MRP protein subunit POP7|RPP2	Subunit of RNase MRP, nuclear RNase P and telomerase; forms a soluble heterodimer with Pop6p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA, nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs, while telomerase replenishes telomeric DNA
362	S000000372	YBR168W	PEX32	PEroXisome related		Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p
363	S000000373	YBR169C	SSE2	Stress Seventy subfamily E	adenyl-nucleotide exchange factor SSE2	Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog, SSE1, that arose from the whole genome duplication
364	S000000374	YBR170C	NPL4	Nuclear Protein Localization	HRD4|nuclear protein localization protein 4	Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; assists Cdc48p in the dislocation of misfolded, polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation; also involved in the regulated destruction of resident ER membrane proteins, such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); role in mobilizing membrane bound transcription factors by regulated ubiquitin/proteasome-dependent processing (RUP)
365	S000000375	YBR171W	SEC66	SECretory	HSS1|KAR7|Sec63 complex subunit SEC66|SEC71	Non-essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and translocation into the ER; other members are Sec63p, Sec62p, and Sec72p
366	S000000376	YBR172C	SMY2	Suppressor of MYo2-66		GYF domain protein; involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the temperature sensitivity of a myo2 mutant; similar to S. pombe Mpd2; SMY2 has a paralog, SYH1, that arose from the whole genome duplication
367	S000000377	YBR173C	UMP1	Ubiquitin-Mediated Proteolysis	RNS2	Chaperone required for correct maturation of the 20S proteasome; short-lived chaperone; may inhibit premature dimerization of proteasome half-mers; degraded by proteasome upon completion of its assembly
368	S000000378	YBR174C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YBR175W; null mutant is viable and sporulation defective
369	S000000379	YBR175W	SWD3	Set1c, WD40 repeat protein	CPS30|SAF35	Essential subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member and ortholog of mammalian WDR5
370	S000000380	YBR176W	ECM31	ExtraCellular Mutant	3-methyl-2-oxobutanoate hydroxymethyltransferase	Ketopantoate hydroxymethyltransferase; required for pantothenic acid biosynthesis, converts 2-oxoisovalerate into 2-dehydropantoate
371	S000000381	YBR177C	EHT1	Ethanol Hexanoyl Transferase	medium-chain fatty acid ethyl ester synthase/esterase	Octanoyl-CoA:ethanol acyltransferase; also functions as thioesterase; plays a minor role in medium-chain fatty acid ethyl ester biosynthesis; localizes to lipid particles and the mitochondrial outer membrane; EHT1 has a paralog, EEB1, that arose from the whole genome duplication
372	S000000382	YBR178W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR177C
373	S000000383	YBR179C	FZO1	FuZzy Onions homolog	mitofusin	Mitofusin, protein involved in mitochondrial outer membrane fusion; role in mitochondrial genome maintenance; efficient tethering and degradation of Fzo1p requires an intact N-terminal GTPase domain; targeted for destruction by the ubiquitin ligase SCF-Mdm30p and the cytosolic ubiquitin-proteasome system; activity regulated by ubiquitylation at conserved lysine residues and by  deubiquitylases Ubp2p and Ubp12p
374	S000000384	YBR180W	DTR1	DiTyRosine		Putative dityrosine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; required for spore wall synthesis; sequence similarity to QDR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; expressed during sporulation
375	S000000385	YBR181C	RPS6B	Ribosomal Protein of the Small subunit	eS6|LPG18|ribosomal 40S subunit protein S6B|RPS101|RPS102|S6e	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog, RPS6A, that arose from the whole genome duplication
376	S000000386	YBR182C	SMP1	Second MEF2-like Protein 1		MADS-box transcription factor involved in osmotic stress response; SMP1 has a paralog, RLM1, that arose from the whole genome duplication
377	S000000387	YBR183W	YPC1	Yeast Phyto-Ceramidase	phytoceramidase	Alkaline ceramidase; also has reverse (CoA-independent) ceramide synthase activity; catalyzes both breakdown and synthesis of phytoceramide; overexpression confers fumonisin B1 resistance; YPC1 has a paralog, YDC1, that arose from the whole genome duplication
378	S000000388	YBR184W				Putative protein of unknown function; YBR184W is not an essential gene
379	S000000389	YBR185C	MBA1	Multi-copy Bypass of AFG3		Membrane-associated mitoribosome receptor; involved along with Dpi29p in the cotranslational insertion of nascent polypeptide chains into the inner mitochondrial membrane; associates with nascent polypeptide chains; interacts with Mdm38p and may recruit mRNA-specific translational activators to the mitoribosome; null mutant displays decreased tolerance to mistranslation-induced proteotoxic stress; localizes to the inner mitochondrial membrane
380	S000000390	YBR186W	PCH2	Pachytene CHeckpoint		Hexameric ring ATPase that remodels chromosome axis protein Hop1p; nucleolar component of the pachytene checkpoint, which prevents chromosome segregation when recombination and chromosome synapsis are defective; also represses meiotic interhomolog recombination in rDNA; required for meiotic double-stranded break formation
381	S000000391	YBR187W	GDT1	Gcr1 Dependent Translation factor	putative ribosome biosynthesis protein GDT1	Calcium and manganese transporter with higher affinity for Ca2+; involved in Ca2+ and Mn2+ homeostasis; localizes to the cis- and medial-Golgi apparatus; GFP-fusion localizes to the vacuole; required for the Mn2+-dependent function of glycosylation enzymes; TMEM165, a human ortholog linked to Congenital Disorders of Glycosylation, functionally complements the null allele; expression pattern and physical interactions suggest a possible role in ribosome biogenesis; expression regulated by Gcr1p 
382	S000000392	YBR188C	NTC20	Prp19p (NineTeen)-associated Complex		Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs
383	S000000393	YBR189W	RPS9B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S9B|rp21|RPS13A|S13|S4|S9B|SUP46|uS4|YS11	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9B has a paralog, RPS9A, that arose from the whole genome duplication
384	S000000394	YBR190W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ribosomal protein gene RPL21A/YBR191W
385	S000000395	YBR191W	RPL21A	Ribosomal Protein of the Large subunit	eL21|L21A|L21e|ribosomal 60S subunit protein L21A|URP1	Ribosomal 60S subunit protein L21A; homologous to mammalian ribosomal protein L21, no bacterial homolog; RPL21A has a paralog, RPL21B, that arose from the whole genome duplication
386	S000000396	YBR192W	RIM2	Replication In Mitochondria	PYT1	Mitochondrial pyrimidine nucleotide transporter; imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates; member of the mitochondrial carrier family
387	S000000397	YBR193C	MED8	MEDiator complex		Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
388	S000000398	YBR194W	AIM4	Altered Inheritance rate of Mitochondria	SOY1	Protein proposed to be associated with the nuclear pore complex; null mutant is viable, displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress
389	S000000399	YBR195C	MSI1	Multicopy Suppressor of IRA1	CAC3	Subunit of chromatin assembly factor I (CAF-1); chromatin assembly by CAF-1 affects multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription; Msi1p localizes to nucleus and cytoplasm and independently regulates the RAS/cAMP pathway via sequestration of Npr1p kinase
