orf::batch:tagtype	Gene	T0	30C_T1	30C_T2	30C_T3	30C_T4	30C_T5	37C_T1	37C_T2	37C_T3	37C_T4	37C_T5	30C_RAPA_T1	30C_RAPA_T2	30C_RAPA_T3	Description	feature_qualifier	GO_process	GO_function	GO_component	essential_gene	zygosity
YDL006W::chr4_1:uptag	PTC1	196.6	69.4	73	37.4	82.4	54.8	46.4	38.6	41.4	38.2	43	73.2	41.8	36.4	Type 2C protein phosphatase (PP2C); inactivates the osmosensing MAPK cascade by dephosphorylating Hog1p; mutation delays mitochondrial inheritance; deletion reveals defects in precursor tRNA splicing, sporulation and cell separation	Verified	telomere maintenance*	protein phosphatase type 2C activity	cytoplasm*	no	hom
YDL007W::chr4_1:downtag	RPT2	3669	5036.8	4339.8	3765	3380.6	3362.4	4405.2	4890	4822.2	4352.8	3010.4	3945.4	3713	3695	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for normal peptide hydrolysis by the core 20S particle	Verified	ubiquitin-dependent protein catabolic process	ATPase activity*	nucleus*	yes	het
YDL007W::chr4_1:uptag	RPT2	2923	3554.6	2903.8	2602.2	2685.25	2794.4	2766.8	2727.4	2822.6	2839	2101.2	2455.8	3022.4	1982.8	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for normal peptide hydrolysis by the core 20S particle	Verified	ubiquitin-dependent protein catabolic process	ATPase activity*	nucleus*	yes	het
YDL008W::chr4_1:downtag	APC11	806.6	1195.8	898.6	744.6	724.8	965.2	855	907.8	802.6	918.6	469.6	726.4	854.25	433.6	Catalytic core subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition	Verified	mitotic sister chromatid segregation*	protein binding*	anaphase-promoting complex	yes	het
YDL008W::chr4_1:uptag	APC11	1684.6	2346.8	1862.4	1652	1910.4	1812.4	1754.2	1551.75	1616.2	1654.4	775.2	1600.2	1840.8	598.6	Catalytic core subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition	Verified	mitotic sister chromatid segregation*	protein binding*	anaphase-promoting complex	yes	het
YDL009C::chr4_1:downtag	YDL009C	826.4	1405.4	1342.8	871.2	836.6	1084.8	1050	1483.2	1464.8	809.8	626	824.6	816.2	34.2		Dubious				no	hom
YDL009C::chr4_1:uptag	YDL009C	79.6	87.8	107.2	101.6	105.8	94.8	81.4	86.6	77.8	78.8	77.6	71.6	114.4	39		Dubious				no	hom
YDL010W::chr4_1:downtag	YDL010W	1331.8	2792	2753.6	2179	1130.8	1726.4	2618.2	3080.2	2676.8	1981.2	906	2001.2	1595	323		Uncharacterized	biological process unknown	molecular function unknown	vacuole (sensu Fungi)	no	hom
YDL010W::chr4_1:uptag	YDL010W	173.2	218.6	210.8	226.8	221	181.8	246	208.8	173.4	140.6	111	186.8	152	35.6		Uncharacterized	biological process unknown	molecular function unknown	vacuole (sensu Fungi)	no	hom
YDL011C::chr4_1:downtag	YDL011C	506.2	884.8	712.4	536.6	509.2	670.6	762.4	724.8	975.2	746.4	468.4	420.2	587	40.4		Dubious				no	hom
YDL011C::chr4_1:uptag	YDL011C	961.2	1288.8	1037.6	1020.2	1533	863.8	855.4	1199	1012	1140.2	973.2	711.6	813.6	36.2		Dubious				no	hom
YDL012C::chr4_1:downtag	YDL012C	903.8	1520.6	1183.6	548.4	1024.8	1369	1152.4	1080.2	1271.6	1105.2	942	526.2	584.4	32.6		Uncharacterized	biological process unknown	molecular function unknown	plasma membrane	no	hom
YDL012C::chr4_1:uptag	YDL012C	1175.4	1795.4	1311.4	1333.4	1741	1311.6	1406	1502	1369.6	1492	1224.8	864	838.6	34.4		Uncharacterized	biological process unknown	molecular function unknown	plasma membrane	no	hom
YDL013W::chr4_1:downtag	HEX3	340.6	119	60.4	48.8	43.2	56.6	111.8	103.8	43.4	42	50.6	186	43.75	37.6	Protein containing a RING finger domain that interacts with Slx8p; mutant phenotypes and genetic interactions suggest a role in sumoylation and in genome stability	Verified	telomere maintenance*	molecular function unknown	cellular component unknown	no	hom
YDL013W::chr4_1:uptag	HEX3	167	70	52.6	39.4	39.4	54.6	108.2	43.4	42.6	38	46.2	66.6	98	33.8	Protein containing a RING finger domain that interacts with Slx8p; mutant phenotypes and genetic interactions suggest a role in sumoylation and in genome stability	Verified	telomere maintenance*	molecular function unknown	cellular component unknown	no	hom
YDL014W::chr4_1:downtag	NOP1	1479.8	1914	1525.6	1232.4	972.6	1125.2	1617	1314.4	1320.6	1301.4	449	1645.8	1736.2	363.8	Nucleolar protein, component of the small subunit processome complex, which is required for processing of pre-18S rRNA; has similarity to mammalian fibrillarin	Verified	ribosome biogenesis and assembly*	methyltransferase activity	nucleolus*	yes	het
YDL014W::chr4_1:uptag	NOP1	318.4	409	295.8	204.2	334.4	194.4	315.6	240.8	251.2	265.4	113.8	334.8	360.2	93.2	Nucleolar protein, component of the small subunit processome complex, which is required for processing of pre-18S rRNA; has similarity to mammalian fibrillarin	Verified	ribosome biogenesis and assembly*	methyltransferase activity	nucleolus*	yes	het
YDL015C::chr4_1:downtag	TSC13	1503.4	2045.4	1776.6	1677.4	1419.8	1460.6	1799.8	1733.8	1792.4	1434.6	589.2	1612.2	1825.4	881.8	Enoyl reductase that catalyzes the last step in each cycle of very long chain fatty acid elongation, localizes to the ER, highly enriched in a structure marking nuclear-vacuolar junctions, coimmunoprecipitates with elongases Fen1p and Sur4p	Verified	very-long-chain fatty acid metabolic process	oxidoreductase activity	mitochondrion*	yes	het
YDL015C::chr4_1:uptag	TSC13	39.4	43.8	52.2	36.4	38.2	54	42.2	41.4	44.6	39.6	43.2	39.2	37.6	35.2	Enoyl reductase that catalyzes the last step in each cycle of very long chain fatty acid elongation, localizes to the ER, highly enriched in a structure marking nuclear-vacuolar junctions, coimmunoprecipitates with elongases Fen1p and Sur4p	Verified	very-long-chain fatty acid metabolic process	oxidoreductase activity	mitochondrion*	yes	het
YDL016C::chr4_1:downtag	YDL016C	1488.6	2216.4	2019.2	1541.8	1382.4	1682.8	2070.2	1924.8	1901.2	1649	774.2	1658	1848.8	1507		Dubious				yes	het
YDL016C::chr4_1:uptag	YDL016C	63.4	69.2	86	69.2	99	103.4	91.8	68.2	69.2	103	60.8	81.6	140.6	69.8		Dubious				yes	het
YDL017W::chr4_1:downtag	CDC7	1486.4	2101.4	1780	1729.2	1249.2	1849.8	1694	1945.8	1952.8	1674.2	984.2	1400.2	1506.4	470.8	DDK (Dbf4-dependent kinase) catalytic subunit required for firing origins and replication fork progression in mitosis through phosphorylation of Mcm2-7p complexes and Cdc45p; kinase activity correlates with cyclical DBF4 expression	Verified	protein amino acid phosphorylation*	protein serine/threonine kinase activity	nucleus*	yes	het
YDL017W::chr4_1:uptag	CDC7	1857	2603.8	2084.2	1696.8	2126.4	1907.6	1817.6	2124	1896.2	1926.8	1268.8	1834.4	1700.8	934.6	DDK (Dbf4-dependent kinase) catalytic subunit required for firing origins and replication fork progression in mitosis through phosphorylation of Mcm2-7p complexes and Cdc45p; kinase activity correlates with cyclical DBF4 expression	Verified	protein amino acid phosphorylation*	protein serine/threonine kinase activity	nucleus*	yes	het
YDL018C::chr4_1:downtag	ERP3	1243.8	2033.2	1689	1191.8	1378.4	1839.4	1641.2	1869.8	1959.2	1147.4	1121	1506.2	1050.8	32.8	Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport	Verified	secretory pathway	molecular function unknown	integral to membrane	no	hom
YDL018C::chr4_1:uptag	ERP3	1193.8	1611	1291	1215.4	1340.2	1321.6	1247.8	1201.4	1253	1142.6	863.4	991.4	1080.8	181.6	Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport	Verified	secretory pathway	molecular function unknown	integral to membrane	no	hom
YDL019C::chr4_1:downtag	OSH2	1344.6	2092.4	1629.8	1232.6	997.6	1960.6	2000	2142	2061.8	1452.2	1271.8	1703.8	1657.8	33.6	Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability	Verified	endocytosis*	phosphatidylinositol binding*	endoplasmic reticulum*	no	hom
YDL019C::chr4_1:uptag	OSH2	146.8	168.8	180.8	187.4	168.8	212	208	230	177.6	184	104.2	199.6	248.8	35.2	Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability	Verified	endocytosis*	phosphatidylinositol binding*	endoplasmic reticulum*	no	hom
YDL020C::chr4_1:downtag	RPN4	2143.2	1646.2	801.4	455	92.4	57.8	1269.6	873.4	195.4	131.8	44.4	836.8	1113.8	35.4	Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses	Verified	telomere maintenance*	transcription factor activity*	proteasome regulatory particle (sensu Eukaryota)	no	hom
YDL020C::chr4_1:uptag	RPN4	807	604.4	243.4	84.2	53	62.8	455.8	220.2	103.2	70	51.2	442	267.4	38.6	Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses	Verified	telomere maintenance*	transcription factor activity*	proteasome regulatory particle (sensu Eukaryota)	no	hom
YDL021W::chr4_1:downtag	GPM2	2081.2	2752.8	2315.4	2046.4	1912.6	2244.4	2217.6	2366.4	2407.2	2097	1496.6	1703.8	1155.6	35	Homolog of Gpm1p phosphoglycerate mutase which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional derivative of a gene duplication event	Verified	biological process unknown	molecular function unknown*	cytoplasm*	no	hom
YDL021W::chr4_1:uptag	GPM2	765.2	1111.4	749.75	776.6	932.8	829.8	539.8	729.4	724.8	665	435.8	441	393.4	37.2	Homolog of Gpm1p phosphoglycerate mutase which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional derivative of a gene duplication event	Verified	biological process unknown	molecular function unknown*	cytoplasm*	no	hom
YDL022W::chr4_1:downtag	GPD1	2982.4	4092.4	3527	3144.2	3013.6	3912.8	3523.4	3428.8	3672.6	3014.8	2518	2946.8	2787	730.2	NAD-dependent glycerol-3-phosphate dehydrogenase, key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; homolog of Gpd2p	Verified	NADH oxidation*	glycerol-3-phosphate dehydrogenase (NAD+) activity	cytosol*	no	hom
YDL022W::chr4_1:uptag	GPD1	1079.6	1505	1200	1118.6	1240.2	1021.2	1171.8	1105.4	1055.6	983.6	623.8	939.2	891.8	37.6	NAD-dependent glycerol-3-phosphate dehydrogenase, key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; homolog of Gpd2p	Verified	NADH oxidation*	glycerol-3-phosphate dehydrogenase (NAD+) activity	cytosol*	no	hom
YDL023C::chr4_1:downtag	YDL023C	2859.8	3825.6	3216	2678	2645.2	3705.2	3153.2	3409.6	3607.8	3144	2465	2268.4	1154.6	552.8		Dubious				no	hom
YDL023C::chr4_1:uptag	YDL023C	785.2	1151	969.8	704.8	1150.4	1111.4	917	1119	1035.4	1363.4	752.8	646.2	363.8	41.2		Dubious				no	hom
YDL024C::chr4_1:downtag	DIA3	1294.4	1704.4	1661.4	1388.8	1163.4	1886	1689.2	1479	1545.2	1324.6	1106	1412.6	740.2	432.6	Protein of unknown function, involved in invasive and pseudohyphal growth	Verified	pseudohyphal growth*	acid phosphatase activity	cell wall (sensu Fungi)	no	hom
YDL024C::chr4_1:uptag	DIA3	239.4	356	307.4	209.4	263.6	280.6	345.2	268.4	252	224	191.4	260.6	383.8	33.4	Protein of unknown function, involved in invasive and pseudohyphal growth	Verified	pseudohyphal growth*	acid phosphatase activity	cell wall (sensu Fungi)	no	hom
YDL025C::chr4_1:downtag	YDL025C	209.6	477.6	420.6	255.2	306.4	368.2	298.2	163	242	96.6	46.4	167.8	250.8	35.2		Uncharacterized	biological process unknown	protein kinase activity	cellular component unknown	no	hom
YDL025C::chr4_1:uptag	YDL025C	262.6	362.2	342.6	217.2	400.2	260.2	257.4	212.6	133.8	97	58.6	220.4	285.2	37.8		Uncharacterized	biological process unknown	protein kinase activity	cellular component unknown	no	hom
YDL026W::chr00_23:downtag	YDL026W	992.6	1659.8	1511.6	1018	1155	1180.2	1533.6	1843.6	1680.8	1120.2	1081.8	1052.2	794.2	186.2		Dubious				no	hom
YDL026W::chr00_23:uptag	YDL026W	244.4	299.8	278	246.2	363.4	263	279.2	335	265.4	281	194.4	262.2	186.4	39.8		Dubious				no	hom
YDL026W::chr4_1:downtag	YDL026W	1287	2346.2	1976.4	1857	1538.2	2182.6	1733.6	1598.2	1661.8	1313.2	1138.2	1309.4	1754.8	33.4		Dubious				no	hom
YDL026W::chr4_1:uptag	YDL026W	1396.6	2106.6	1711.8	1344.4	1730.4	1626.4	1541	1461	1551.2	1329.4	772	1108.8	1167.6	37.8		Dubious				no	hom
YDL027C::chr4_1:downtag	YDL027C	1812.4	2506.6	1976.6	1474.4	1652.4	1619.4	1925.6	2275.4	2123.4	1671.2	1230.8	1787	1760.6	35.2		Uncharacterized	biological process unknown	molecular function unknown	mitochondrion	no	hom
YDL027C::chr4_1:uptag	YDL027C	1064	1676.4	1278.4	853.8	1534	1219.8	1173.6	1326.4	948	1135.2	731.4	1144.4	1054	38		Uncharacterized	biological process unknown	molecular function unknown	mitochondrion	no	hom
YDL028C::chr4_1:downtag	MPS1	772.6	1072.4	860	834.4	712	931.6	945.6	896.4	859.8	731.4	369.2	782.2	638	738.6	Dual-specificity kinase required for spindle pole body (SPB) duplication and spindle checkpoint function; substrates include SPB proteins Spc42p, Spc110p, and Spc98p, mitotic exit network protein Mob1p, and checkpoint protein Mad1p	Verified	mitotic spindle checkpoint*	protein threonine/tyrosine kinase activity	spindle pole body*	yes	het
YDL028C::chr4_1:uptag	MPS1	176.6	288.8	260	278.8	216.4	280.4	238.6	207.6	211.8	236	124.4	220.6	267	133.6	Dual-specificity kinase required for spindle pole body (SPB) duplication and spindle checkpoint function; substrates include SPB proteins Spc42p, Spc110p, and Spc98p, mitotic exit network protein Mob1p, and checkpoint protein Mad1p	Verified	mitotic spindle checkpoint*	protein threonine/tyrosine kinase activity	spindle pole body*	yes	het
YDL029W::chr4_1:downtag	ARP2	568.4	1162.4	1092	642.2	632.6	798.2	688.4	725.4	776.2	650	252.2	695.6	712.8	413.8	Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity	Verified	actin filament organization*	structural constituent of cytoskeleton*	mitochondrion*	yes	het
YDL029W::chr4_1:uptag	ARP2	1085.2	1518.4	1266.2	1130.4	1369	1146.2	976.8	889.2	951.8	960.8	392.4	1066.4	1241	653.8	Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity	Verified	actin filament organization*	structural constituent of cytoskeleton*	mitochondrion*	yes	het
YDL030W::chr4_1:downtag	PRP9	2511.2	3363.4	3150.8	2762.4	2786.2	2812.6	2875	3082.8	3077	2735.8	1903.8	2741.4	3208.75	1748.2	Subunit of the SF3a splicing factor complex, required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex	Verified	nuclear mRNA splicing, via spliceosome	RNA binding	snRNP U2	yes	het
YDL030W::chr4_1:uptag	PRP9	44.4	46.2	58.2	44	42.6	52.4	43.2	44.8	41.8	46	47.2	40.6	50	31.6	Subunit of the SF3a splicing factor complex, required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex	Verified	nuclear mRNA splicing, via spliceosome	RNA binding	snRNP U2	yes	het
YDL031W::chr00_17a:downtag	DBP10	80	190.4	176.4	126	118.4	217	173.8	158.4	126.4	161.2	81.6	107.4	150.6	121.4	Putative ATP-dependent RNA helicase of the DEAD-box protein family, constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis	Verified	ribosome biogenesis and assembly*	ATP-dependent RNA helicase activity	nucleolus	yes	het
YDL031W::chr00_17a:uptag	DBP10	1174.2	1630.2	1300	1072.6	1394.4	1194	1366.6	1227.6	1325.4	1202.6	684.4	1218.4	1466.6	571.2	Putative ATP-dependent RNA helicase of the DEAD-box protein family, constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis	Verified	ribosome biogenesis and assembly*	ATP-dependent RNA helicase activity	nucleolus	yes	het
YDL032W::chr4_1:downtag	YDL032W	1083	1078.2	772.8	94	83.8	115.2	802.4	796.4	821.4	621.2	649.4	1089.4	1945.8	33.8		Dubious				no	hom
YDL032W::chr4_1:uptag	YDL032W	72.4	60	62.4	40.6	44.4	53.4	59.6	61.4	59	47.2	59.6	78	98.4	33.2		Dubious				no	hom
YDL033C::chr4_1:downtag	SLM3	1218.6	1368.2	787	464.8	327.2	358.8	866.8	607.6	314	157.6	45	948.8	819.6	33.6	tRNA-specific 2-thiouridylase, responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF)	Uncharacterized	translation*	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	mitochondrion	no	hom
YDL033C::chr4_1:uptag	SLM3	81.6	83.6	61	52.4	44.2	56.6	62.8	50.5	43	38	46	62.8	49.4	35.4	tRNA-specific 2-thiouridylase, responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF)	Uncharacterized	translation*	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	mitochondrion	no	hom
